,OrderDate,ShippedDate,CustomerCountry,CustomerCity,CustomerRegion,ProductName,UnitPrice,Quantity,Discount,CategoryName,SupplierCountry,SupplierRegion,TotalPrice
1110,2017-09-16,2017-09-18,Germany,München,Western Europe,Röd Kaviar,15.0,50,0.0,Seafood,Sweden,Northern Europe,750.0
1111,2017-09-16,2017-09-18,Germany,München,Western Europe,Rhönbräu Klosterbier,7.75,25,0.0,Beverages,Germany,Western Europe,193.75
1112,2017-09-17,2017-09-24,France,Nantes,Western Europe,Pavlova,17.45,10,0.0,Confections,Australia,Victoria,174.5
1113,2017-09-17,2017-09-24,France,Nantes,Western Europe,Tarte au sucre,49.3,10,0.0,Confections,Canada,North America,493.0
1114,2017-09-17,2017-09-24,France,Nantes,Western Europe,Louisiana Fiery Hot Pepper Sauce,21.05,12,0.0,Condiments,USA,North America,252.60000000000002
1115,2017-09-17,2017-09-26,Sweden,Luleå,Northern Europe,Côte de Blaye,263.5,15,0.1,Beverages,France,Western Europe,3557.25
1116,2017-09-17,2017-09-26,Sweden,Luleå,Northern Europe,Flotemysost,21.5,12,0.0,Dairy Products,Norway,Scandinavia,258.0
1117,2017-09-18,2017-09-19,Finland,Helsinki,Scandinavia,Pavlova,17.45,3,0.0,Confections,Australia,Victoria,52.349999999999994
1118,2017-09-18,2017-09-19,Finland,Helsinki,Scandinavia,Singaporean Hokkien Fried Mee,14.0,6,0.0,Grains/Cereals,Singapore,South-East Asia,84.0
1119,2017-09-18,2017-09-19,Finland,Helsinki,Scandinavia,Ipoh Coffee,46.0,6,0.0,Beverages,Singapore,South-East Asia,276.0
1121,2017-09-19,2017-09-23,Germany,München,Western Europe,Tofu,23.25,30,0.0,Produce,Japan,Eastern Asia,697.5
1122,2017-09-19,2017-09-23,Germany,München,Western Europe,Perth Pasties,32.8,10,0.0,Meat/Poultry,Australia,NSW,328.0
1123,2017-09-19,2017-09-23,Germany,München,Western Europe,Escargots de Bourgogne,13.25,30,0.0,Seafood,France,Western Europe,397.5
1124,2017-09-22,2017-09-29,Mexico,México D.F.,Central America,Ikura,31.0,2,0.0,Seafood,Japan,Eastern Asia,62.0
1125,2017-09-22,2017-09-29,Mexico,México D.F.,Central America,Teatime Chocolate Biscuits,9.2,7,0.0,Confections,UK,British Isles,64.39999999999999
1126,2017-09-22,2017-09-29,Mexico,México D.F.,Central America,Gula Malacca,19.45,21,0.0,Condiments,Singapore,South-East Asia,408.45
1127,2017-09-22,2017-09-26,Mexico,México D.F.,Central America,Gumbär Gummibärchen,31.23,30,0.15,Confections,Germany,Western Europe,796.365
1128,2017-09-22,2017-09-26,Mexico,México D.F.,Central America,Geitost,2.5,8,0.15,Dairy Products,Norway,Scandinavia,17.0
1129,2017-09-23,2017-10-16,USA,Boise,North America,Queso Manchego La Pastora,38.0,100,0.0,Dairy Products,Spain,Southern Europe,3800.0
1130,2017-09-23,2017-10-16,USA,Boise,North America,Geitost,2.5,30,0.0,Dairy Products,Norway,Scandinavia,75.0
1131,2017-09-23,2017-10-16,USA,Boise,North America,Jack's New England Clam Chowder,9.65,120,0.0,Seafood,USA,North America,1158.0
1132,2017-09-23,2017-10-16,USA,Boise,North America,Tourtière,7.45,30,0.0,Meat/Poultry,Canada,North America,223.5
1133,2017-09-23,2017-09-30,France,Strasbourg,Western Europe,Raclette Courdavault,55.0,12,0.0,Dairy Products,France,Western Europe,660.0
1134,2017-09-24,2017-09-26,USA,Anchorage,North America,Pavlova,17.45,50,0.25,Confections,Australia,Victoria,654.375
1135,2017-09-24,2017-09-26,USA,Anchorage,North America,Gorgonzola Telino,12.5,20,0.25,Dairy Products,Italy,Southern Europe,187.5
1136,2017-09-24,2017-09-26,USA,Anchorage,North America,Singaporean Hokkien Fried Mee,14.0,40,0.25,Grains/Cereals,Singapore,South-East Asia,420.0
1137,2017-09-25,2017-09-30,USA,Eugene,North America,Teatime Chocolate Biscuits,9.2,30,0.1,Confections,UK,British Isles,248.4
1138,2017-09-25,2017-09-30,USA,Eugene,North America,Sir Rodney's Scones,10.0,12,0.1,Confections,UK,British Isles,108.0
1139,2017-09-25,2017-09-30,USA,Eugene,North America,Wimmers gute Semmelknödel,33.25,28,0.0,Grains/Cereals,Germany,Western Europe,931.0
1140,2017-09-25,2017-10-01,Mexico,México D.F.,Central America,Geitost,2.5,30,0.0,Dairy Products,Norway,Scandinavia,75.0
1141,2017-09-25,2017-10-01,Mexico,México D.F.,Central America,Louisiana Hot Spiced Okra,17.0,4,0.0,Condiments,USA,North America,68.0
1142,2017-09-25,2017-10-01,Mexico,México D.F.,Central America,Rhönbräu Klosterbier,7.75,30,0.0,Beverages,Germany,Western Europe,232.5
1143,2017-09-26,2017-10-01,France,Nantes,Western Europe,Filo Mix,7.0,9,0.0,Grains/Cereals,Australia,NSW,63.0
1144,2017-09-26,2017-09-30,Germany,Köln,Western Europe,Boston Crab Meat,18.4,20,0.0,Seafood,USA,North America,368.0
1145,2017-09-26,2017-09-30,Germany,Köln,Western Europe,Zaanse koeken,9.5,40,0.0,Confections,Netherlands,Northern Europe,380.0
1146,2017-09-26,2017-09-30,Germany,Köln,Western Europe,Camembert Pierrot,34.0,30,0.0,Dairy Products,France,Western Europe,1020.0
1147,2017-09-29,2017-10-03,Brazil,Campinas,South America,Ikura,31.0,20,0.0,Seafood,Japan,Eastern Asia,620.0
1148,2017-09-29,2017-10-03,Brazil,Campinas,South America,Jack's New England Clam Chowder,9.65,4,0.0,Seafood,USA,North America,38.6
1149,2017-09-29,2017-10-03,Brazil,Campinas,South America,Zaanse koeken,9.5,15,0.0,Confections,Netherlands,Northern Europe,142.5
1150,2017-09-30,2017-10-08,Austria,Salzburg,Western Europe,Alice Mutton,39.0,30,0.2,Meat/Poultry,Australia,Victoria,936.0
1151,2017-09-30,2017-10-08,Austria,Salzburg,Western Europe,Gumbär Gummibärchen,31.23,15,0.0,Confections,Germany,Western Europe,468.45
1152,2017-09-30,2017-10-30,Ireland,Cork,British Isles,Mishi Kobe Niku,97.0,50,0.25,Meat/Poultry,Japan,Eastern Asia,3637.5
1153,2017-09-30,2017-10-30,Ireland,Cork,British Isles,Thüringer Rostbratwurst,123.79,10,0.0,Meat/Poultry,Germany,Western Europe,1237.9
1154,2017-09-30,2017-10-30,Ireland,Cork,British Isles,Inlagd Sill,19.0,6,0.25,Seafood,Sweden,Northern Europe,85.5
1155,2017-10-01,2017-10-07,Denmark,Århus,Northern Europe,Ikura,31.0,18,0.1,Seafood,Japan,Eastern Asia,502.2
1156,2017-10-01,2017-10-07,Denmark,Århus,Northern Europe,Rössle Sauerkraut,45.6,60,0.1,Produce,Germany,Western Europe,2462.4
1157,2017-10-01,2017-10-07,Denmark,Århus,Northern Europe,Sasquatch Ale,14.0,14,0.0,Beverages,USA,North America,196.0
1158,2017-10-01,2017-10-07,Sweden,Luleå,Northern Europe,Chai,18.0,35,0.25,Beverages,UK,British Isles,472.5
1159,2017-10-02,2017-10-03,Brazil,Rio de Janeiro,South America,Gnocchi di nonna Alice,38.0,20,0.25,Grains/Cereals,Italy,Southern Europe,570.0
1160,2017-10-02,2017-10-03,Brazil,Rio de Janeiro,South America,Original Frankfurter grüne Soße,13.0,30,0.25,Condiments,Germany,Western Europe,292.5
1161,2017-10-03,2017-10-22,Germany,Cunewalde,Western Europe,Chai,18.0,30,0.0,Beverages,UK,British Isles,540.0
1162,2017-10-03,2017-10-22,Germany,Cunewalde,Western Europe,Thüringer Rostbratwurst,123.79,40,0.0,Meat/Poultry,Germany,Western Europe,4951.6
1163,2017-10-03,2017-10-22,Germany,Cunewalde,Western Europe,Ipoh Coffee,46.0,40,0.0,Beverages,Singapore,South-East Asia,1840.0
1164,2017-10-03,2017-10-22,Germany,Cunewalde,Western Europe,Gula Malacca,19.45,24,0.0,Condiments,Singapore,South-East Asia,466.79999999999995
1165,2017-10-03,2017-10-22,Germany,Cunewalde,Western Europe,Tarte au sucre,49.3,48,0.0,Confections,Canada,North America,2366.3999999999996
1166,2017-10-03,2017-10-13,Germany,Berlin,Western Europe,Vegie-spread,43.9,20,0.0,Condiments,Australia,Victoria,878.0
1167,2017-10-06,2017-10-10,USA,Seattle,North America,Mishi Kobe Niku,97.0,6,0.0,Meat/Poultry,Japan,Eastern Asia,582.0
1168,2017-10-06,2017-10-10,USA,Seattle,North America,Tourtière,7.45,60,0.15,Meat/Poultry,Canada,North America,379.95
1169,2017-10-06,2017-10-10,USA,Seattle,North America,Gudbrandsdalsost,36.0,30,0.15,Dairy Products,Norway,Scandinavia,918.0
1170,2017-10-06,2017-10-10,USA,Seattle,North America,Röd Kaviar,15.0,15,0.15,Seafood,Sweden,Northern Europe,191.25
1171,2017-10-06,2017-10-09,Germany,Cunewalde,Western Europe,Uncle Bob's Organic Dried Pears,30.0,90,0.0,Produce,USA,North America,2700.0
1172,2017-10-06,2017-10-09,Germany,Cunewalde,Western Europe,Raclette Courdavault,55.0,25,0.0,Dairy Products,France,Western Europe,1375.0
1173,2017-10-06,2017-10-09,Germany,Cunewalde,Western Europe,Outback Lager,15.0,50,0.0,Beverages,Australia,Victoria,750.0
1174,2017-10-07,2017-10-14,Finland,Helsinki,Scandinavia,Northwoods Cranberry Sauce,40.0,10,0.0,Condiments,USA,North America,400.0
1175,2017-10-07,2017-10-14,Finland,Helsinki,Scandinavia,Queso Manchego La Pastora,38.0,4,0.0,Dairy Products,Spain,Southern Europe,152.0
1176,2017-10-07,2017-10-14,Finland,Helsinki,Scandinavia,Guaraná Fantástica,4.5,20,0.0,Beverages,Brazil,South America,90.0
1177,2017-10-08,2017-10-14,USA,Seattle,North America,Alice Mutton,39.0,20,0.0,Meat/Poultry,Australia,Victoria,780.0
1178,2017-10-08,2017-10-14,USA,Seattle,North America,Spegesild,12.0,18,0.0,Seafood,Denmark,Northern Europe,216.0
1179,2017-10-08,2017-10-14,Venezuela,I. de Margarita,South America,Teatime Chocolate Biscuits,9.2,7,0.25,Confections,UK,British Isles,48.3
1180,2017-10-08,2017-10-14,Venezuela,I. de Margarita,South America,Steeleye Stout,18.0,9,0.25,Beverages,USA,North America,121.5
1181,2017-10-08,2017-10-14,Venezuela,I. de Margarita,South America,Escargots de Bourgogne,13.25,30,0.25,Seafood,France,Western Europe,298.125
1182,2017-10-08,2017-10-14,Venezuela,I. de Margarita,South America,Outback Lager,15.0,30,0.25,Beverages,Australia,Victoria,337.5
1183,2017-10-09,2017-10-17,Austria,Graz,Western Europe,Queso Cabrales,21.0,15,0.0,Dairy Products,Spain,Southern Europe,315.0
1184,2017-10-09,2017-10-17,Austria,Graz,Western Europe,Alice Mutton,39.0,8,0.05,Meat/Poultry,Australia,Victoria,296.4
1185,2017-10-09,2017-10-17,Austria,Graz,Western Europe,Thüringer Rostbratwurst,123.79,12,0.05,Meat/Poultry,Germany,Western Europe,1411.2060000000001
1186,2017-10-09,2017-10-17,Austria,Graz,Western Europe,Louisiana Fiery Hot Pepper Sauce,21.05,65,0.05,Condiments,USA,North America,1299.8375
1187,2017-10-09,2017-10-17,Austria,Graz,Western Europe,Outback Lager,15.0,8,0.05,Beverages,Australia,Victoria,114.0
1188,2017-10-09,2017-10-13,Germany,Leipzig,Western Europe,Zaanse koeken,9.5,12,0.0,Confections,Netherlands,Northern Europe,114.0
1189,2017-10-10,2017-10-16,USA,Boise,North America,Chai,18.0,5,0.2,Beverages,UK,British Isles,72.0
1190,2017-10-10,2017-10-16,USA,Boise,North America,Sasquatch Ale,14.0,12,0.2,Beverages,USA,North America,134.4
1191,2017-10-10,2017-10-16,USA,Boise,North America,Scottish Longbreads,12.5,40,0.2,Confections,UK,British Isles,400.0
1192,2017-10-10,2017-10-16,USA,Boise,North America,Flotemysost,21.5,60,0.2,Dairy Products,Norway,Scandinavia,1032.0
1193,2017-10-13,2017-10-15,Ireland,Cork,British Isles,Raclette Courdavault,55.0,42,0.15,Dairy Products,France,Western Europe,1963.5
1194,2017-10-13,2017-10-15,Ireland,Cork,British Isles,Flotemysost,21.5,20,0.15,Dairy Products,Norway,Scandinavia,365.5
1195,2017-10-13,2017-10-15,Ireland,Cork,British Isles,Lakkalikööri,18.0,35,0.15,Beverages,Finland,Scandinavia,535.5
1196,2017-10-13,2017-10-21,Germany,Berlin,Western Europe,Aniseed Syrup,10.0,6,0.0,Condiments,UK,British Isles,60.0
1197,2017-10-13,2017-10-21,Germany,Berlin,Western Europe,Lakkalikööri,18.0,15,0.0,Beverages,Finland,Scandinavia,270.0
1198,2017-10-14,2017-10-20,Sweden,Bräcke,Northern Europe,Chang,19.0,5,0.0,Beverages,UK,British Isles,95.0
1199,2017-10-14,2017-10-20,Sweden,Bräcke,Northern Europe,Raclette Courdavault,55.0,35,0.0,Dairy Products,France,Western Europe,1925.0
1200,2017-10-14,2017-10-20,Sweden,Bräcke,Northern Europe,Röd Kaviar,15.0,35,0.0,Seafood,Sweden,Northern Europe,525.0
1201,2017-10-14,2017-11-07,Brazil,Sao Paulo,South America,Chef Anton's Cajun Seasoning,22.0,6,0.0,Condiments,USA,North America,132.0
1202,2017-10-14,2017-11-07,Brazil,Sao Paulo,South America,Guaraná Fantástica,4.5,35,0.0,Beverages,Brazil,South America,157.5
1203,2017-10-14,2017-11-07,Brazil,Sao Paulo,South America,Chocolade,12.75,24,0.0,Confections,Netherlands,Northern Europe,306.0
1204,2017-10-15,2017-11-18,Venezuela,San Cristóbal,South America,Gorgonzola Telino,12.5,20,0.0,Dairy Products,Italy,Southern Europe,250.0
1205,2017-10-15,2017-11-18,Venezuela,San Cristóbal,South America,Mascarpone Fabioli,32.0,4,0.0,Dairy Products,Italy,Southern Europe,128.0
1206,2017-10-16,2017-10-21,USA,Anchorage,North America,Pavlova,17.45,20,0.0,Confections,Australia,Victoria,349.0
1207,2017-10-16,2017-10-21,USA,Anchorage,North America,Ipoh Coffee,46.0,24,0.0,Beverages,Singapore,South-East Asia,1104.0
1208,2017-10-16,2017-10-21,USA,Anchorage,North America,Raclette Courdavault,55.0,8,0.0,Dairy Products,France,Western Europe,440.0
1209,2017-10-16,2017-10-23,UK,London,British Isles,Pâté chinois,24.0,21,0.0,Meat/Poultry,Canada,North America,504.0
1210,2017-10-16,2017-10-23,UK,London,British Isles,Ravioli Angelo,19.5,40,0.0,Grains/Cereals,Italy,Southern Europe,780.0
1211,2017-10-16,2017-10-23,UK,London,British Isles,Outback Lager,15.0,28,0.15,Beverages,Australia,Victoria,357.0
1212,2017-10-17,2017-11-05,USA,Portland,North America,Chef Anton's Gumbo Mix,21.35,4,0.0,Condiments,USA,North America,85.4
1213,2017-10-17,2017-11-05,USA,Portland,North America,Inlagd Sill,19.0,5,0.0,Seafood,Sweden,Northern Europe,95.0
1214,2017-10-17,2017-11-20,Brazil,Campinas,South America,Northwoods Cranberry Sauce,40.0,40,0.0,Condiments,USA,North America,1600.0
1215,2017-10-17,2017-11-20,Brazil,Campinas,South America,Manjimup Dried Apples,53.0,28,0.0,Produce,Australia,NSW,1484.0
1216,2017-10-17,2017-11-20,Brazil,Campinas,South America,Camembert Pierrot,34.0,10,0.0,Dairy Products,France,Western Europe,340.0
1217,2017-10-20,2017-10-23,Italy,Torino,Southern Europe,Teatime Chocolate Biscuits,9.2,5,0.0,Confections,UK,British Isles,46.0
1218,2017-10-20,2017-10-23,Italy,Torino,Southern Europe,Zaanse koeken,9.5,5,0.0,Confections,Netherlands,Northern Europe,47.5
1219,2017-10-21,2017-10-29,USA,Boise,North America,Teatime Chocolate Biscuits,9.2,12,0.0,Confections,UK,British Isles,110.39999999999999
1220,2017-10-21,2017-10-29,USA,Boise,North America,Jack's New England Clam Chowder,9.65,42,0.0,Seafood,USA,North America,405.3
1221,2017-10-21,2017-10-29,USA,Boise,North America,Perth Pasties,32.8,120,0.0,Meat/Poultry,Australia,NSW,3935.9999999999995
1222,2017-10-21,2017-10-31,Ireland,Cork,British Isles,Perth Pasties,32.8,3,0.05,Meat/Poultry,Australia,NSW,93.47999999999999
1223,2017-10-21,2017-10-31,Ireland,Cork,British Isles,Gnocchi di nonna Alice,38.0,30,0.0,Grains/Cereals,Italy,Southern Europe,1140.0
1224,2017-10-22,2017-10-24,USA,Boise,North America,Ikura,31.0,18,0.0,Seafood,Japan,Eastern Asia,558.0
1225,2017-10-22,2017-10-24,USA,Boise,North America,Gumbär Gummibärchen,31.23,30,0.0,Confections,Germany,Western Europe,936.9
1226,2017-10-22,2017-10-24,USA,Boise,North America,Rogede sild,9.5,110,0.0,Seafood,Denmark,Northern Europe,1045.0
1227,2017-10-22,2017-10-24,USA,Boise,North America,Spegesild,12.0,24,0.0,Seafood,Denmark,Northern Europe,288.0
1228,2017-10-22,2017-10-27,USA,Boise,North America,Chang,19.0,30,0.25,Beverages,UK,British Isles,427.5
1229,2017-10-22,2017-10-27,USA,Boise,North America,Alice Mutton,39.0,27,0.25,Meat/Poultry,Australia,Victoria,789.75
1230,2017-10-22,2017-10-27,USA,Boise,North America,Zaanse koeken,9.5,50,0.25,Confections,Netherlands,Northern Europe,356.25
1231,2017-10-22,2017-10-27,USA,Boise,North America,Gnocchi di nonna Alice,38.0,18,0.25,Grains/Cereals,Italy,Southern Europe,513.0
1232,2017-10-22,2017-10-27,USA,Boise,North America,Escargots de Bourgogne,13.25,12,0.25,Seafood,France,Western Europe,119.25
1233,2017-10-23,2017-10-29,France,Marseille,Western Europe,Ikura,31.0,21,0.0,Seafood,Japan,Eastern Asia,651.0
1234,2017-10-23,2017-10-29,France,Marseille,Western Europe,Flotemysost,21.5,30,0.0,Dairy Products,Norway,Scandinavia,645.0
1235,2017-10-24,2017-10-27,Argentina,Buenos Aires,South America,Sir Rodney's Scones,10.0,5,0.0,Confections,UK,British Isles,50.0
1236,2017-10-24,2017-10-27,Argentina,Buenos Aires,South America,Manjimup Dried Apples,53.0,7,0.0,Produce,Australia,NSW,371.0
1237,2017-10-24,2017-10-27,Argentina,Buenos Aires,South America,Sirop d'érable,28.5,10,0.0,Condiments,Canada,North America,285.0
1238,2017-10-24,2017-10-29,Germany,München,Western Europe,Sir Rodney's Scones,10.0,32,0.05,Confections,UK,British Isles,304.0
1239,2017-10-24,2017-10-29,Germany,München,Western Europe,Tourtière,7.45,15,0.0,Meat/Poultry,Canada,North America,111.75
1240,2017-10-24,2017-10-29,Germany,München,Western Europe,Gudbrandsdalsost,36.0,25,0.05,Dairy Products,Norway,Scandinavia,855.0
1241,2017-10-27,2017-10-29,Germany,Brandenburg,Western Europe,Queso Manchego La Pastora,38.0,36,0.0,Dairy Products,Spain,Southern Europe,1368.0
1242,2017-10-27,2017-10-29,Germany,Brandenburg,Western Europe,Pavlova,17.45,20,0.0,Confections,Australia,Victoria,349.0
1243,2017-10-27,2017-10-29,Germany,Brandenburg,Western Europe,Inlagd Sill,19.0,40,0.0,Seafood,Sweden,Northern Europe,760.0
1244,2017-10-27,2017-10-29,Germany,Brandenburg,Western Europe,Tarte au sucre,49.3,20,0.0,Confections,Canada,North America,986.0
1245,2017-10-27,2017-11-05,USA,San Francisco,North America,Carnarvon Tigers,62.5,12,0.25,Seafood,Australia,Victoria,562.5
1246,2017-10-27,2017-11-05,USA,San Francisco,North America,Nord-Ost Matjeshering,25.89,3,0.25,Seafood,Germany,Western Europe,58.2525
1247,2017-10-27,2017-11-05,USA,San Francisco,North America,Tourtière,7.45,40,0.25,Meat/Poultry,Canada,North America,223.5
1248,2017-10-28,2017-11-05,Brazil,Rio de Janeiro,South America,Steeleye Stout,18.0,21,0.0,Beverages,USA,North America,378.0
1249,2017-10-28,2017-11-05,Brazil,Rio de Janeiro,South America,Flotemysost,21.5,8,0.0,Dairy Products,Norway,Scandinavia,172.0
1250,2017-10-29,2017-10-31,Germany,Cunewalde,Western Europe,Gula Malacca,19.45,50,0.05,Condiments,Singapore,South-East Asia,923.875
1251,2017-10-29,2017-11-04,USA,Boise,North America,Chang,19.0,3,0.0,Beverages,UK,British Isles,57.0
1252,2017-10-29,2017-11-04,USA,Boise,North America,Gorgonzola Telino,12.5,50,0.0,Dairy Products,Italy,Southern Europe,625.0
1253,2017-10-29,2017-11-04,USA,Boise,North America,Scottish Longbreads,12.5,45,0.0,Confections,UK,British Isles,562.5
1254,2017-10-29,2017-11-04,USA,Boise,North America,Rhönbräu Klosterbier,7.75,42,0.0,Beverages,Germany,Western Europe,325.5
1255,2017-10-30,2017-11-25,USA,Seattle,North America,Gumbär Gummibärchen,31.23,15,0.0,Confections,Germany,Western Europe,468.45
1256,2017-10-30,2017-11-05,Canada,Montréal,North America,Ikura,31.0,16,0.0,Seafood,Japan,Eastern Asia,496.0
1257,2017-10-30,2017-11-05,Canada,Montréal,North America,Sirop d'érable,28.5,5,0.0,Condiments,Canada,North America,142.5
1258,2017-10-31,2017-11-05,Brazil,Sao Paulo,South America,Jack's New England Clam Chowder,9.65,12,0.0,Seafood,USA,North America,115.80000000000001
1259,2017-10-31,2017-11-05,Brazil,Sao Paulo,South America,Filo Mix,7.0,4,0.0,Grains/Cereals,Australia,NSW,28.0
1260,2017-10-31,2017-11-05,Brazil,Sao Paulo,South America,Pâté chinois,24.0,6,0.0,Meat/Poultry,Canada,North America,144.0
1261,2017-11-03,2017-12-05,UK,London,British Isles,Chef Anton's Cajun Seasoning,22.0,25,0.0,Condiments,USA,North America,550.0
1262,2017-11-03,2017-12-05,UK,London,British Isles,Queso Cabrales,21.0,5,0.0,Dairy Products,Spain,Southern Europe,105.0
1263,2017-11-03,2017-12-05,Italy,Reggio Emilia,Southern Europe,Alice Mutton,39.0,20,0.05,Meat/Poultry,Australia,Victoria,741.0
1264,2017-11-03,2017-12-05,Italy,Reggio Emilia,Southern Europe,Gnocchi di nonna Alice,38.0,10,0.05,Grains/Cereals,Italy,Southern Europe,361.0
1265,2017-11-03,2017-12-05,Italy,Reggio Emilia,Southern Europe,Raclette Courdavault,55.0,10,0.05,Dairy Products,France,Western Europe,522.5
1266,2017-11-04,2017-11-11,Brazil,Sao Paulo,South America,Nord-Ost Matjeshering,25.89,15,0.0,Seafood,Germany,Western Europe,388.35
1267,2017-11-04,2017-11-11,Brazil,Sao Paulo,South America,Boston Crab Meat,18.4,6,0.0,Seafood,USA,North America,110.39999999999999
1268,2017-11-04,2017-11-11,Brazil,Sao Paulo,South America,Pâté chinois,24.0,12,0.0,Meat/Poultry,Canada,North America,288.0
1269,2017-11-04,2017-11-11,Brazil,Sao Paulo,South America,Camembert Pierrot,34.0,15,0.0,Dairy Products,France,Western Europe,510.0
1270,2017-11-04,2017-11-14,Venezuela,I. de Margarita,South America,Chai,18.0,50,0.0,Beverages,UK,British Isles,900.0
1271,2017-11-04,2017-11-14,Venezuela,I. de Margarita,South America,Sir Rodney's Scones,10.0,30,0.0,Confections,UK,British Isles,300.0
1272,2017-11-04,2017-11-14,Venezuela,I. de Margarita,South America,Valkoinen suklaa,16.25,40,0.0,Confections,Finland,Scandinavia,650.0
1273,2017-11-05,2017-11-14,France,Marseille,Western Europe,Pavlova,17.45,15,0.05,Confections,Australia,Victoria,248.6625
1274,2017-11-05,2017-11-14,France,Marseille,Western Europe,Gorgonzola Telino,12.5,3,0.05,Dairy Products,Italy,Southern Europe,35.625
1275,2017-11-05,2017-11-14,France,Marseille,Western Europe,Louisiana Fiery Hot Pepper Sauce,21.05,10,0.05,Condiments,USA,North America,199.975
1276,2017-11-06,2017-11-14,Switzerland,Bern,Western Europe,Sir Rodney's Scones,10.0,40,0.05,Confections,UK,British Isles,380.0
1277,2017-11-06,2017-11-14,Switzerland,Bern,Western Europe,Manjimup Dried Apples,53.0,30,0.05,Produce,Australia,NSW,1510.5
1278,2017-11-06,2017-11-07,France,Marseille,Western Europe,Lakkalikööri,18.0,20,0.0,Beverages,Finland,Scandinavia,360.0
1279,2017-11-07,2017-11-10,Sweden,Luleå,Northern Europe,Tofu,23.25,16,0.0,Produce,Japan,Eastern Asia,372.0
1280,2017-11-07,2017-11-10,Sweden,Luleå,Northern Europe,Rössle Sauerkraut,45.6,20,0.0,Produce,Germany,Western Europe,912.0
1281,2017-11-07,2017-11-10,Sweden,Luleå,Northern Europe,Filo Mix,7.0,25,0.0,Grains/Cereals,Australia,NSW,175.0
1282,2017-11-07,2017-11-12,Brazil,Campinas,South America,Grandma's Boysenberry Spread,25.0,30,0.0,Condiments,USA,North America,750.0
1283,2017-11-07,2017-11-12,Brazil,Campinas,South America,Nord-Ost Matjeshering,25.89,15,0.0,Seafood,Germany,Western Europe,388.35
1284,2017-11-07,2017-11-12,Brazil,Campinas,South America,Lakkalikööri,18.0,20,0.0,Beverages,Finland,Scandinavia,360.0
1285,2017-11-10,2017-11-21,USA,San Francisco,North America,Sirop d'érable,28.5,20,0.1,Condiments,Canada,North America,513.0
1286,2017-11-10,2017-11-21,USA,San Francisco,North America,Original Frankfurter grüne Soße,13.0,2,0.1,Condiments,Germany,Western Europe,23.4
1287,2017-11-11,2017-11-21,Ireland,Cork,British Isles,Louisiana Fiery Hot Pepper Sauce,21.05,40,0.0,Condiments,USA,North America,842.0
1288,2017-11-11,2017-11-21,Ireland,Cork,British Isles,Rhönbräu Klosterbier,7.75,20,0.0,Beverages,Germany,Western Europe,155.0
1289,2017-11-11,2017-11-18,France,Reims,Western Europe,Konbu,6.0,4,0.0,Seafood,Japan,Eastern Asia,24.0
1290,2017-11-11,2017-11-18,France,Reims,Western Europe,Jack's New England Clam Chowder,9.65,12,0.0,Seafood,USA,North America,115.80000000000001
1291,2017-11-12,2017-11-18,France,Paris,Western Europe,Pavlova,17.45,3,0.0,Confections,Australia,Victoria,52.349999999999994
1292,2017-11-12,2017-11-17,France,Reims,Western Europe,Inlagd Sill,19.0,6,0.0,Seafood,Sweden,Northern Europe,114.0
1293,2017-11-12,2017-11-17,France,Reims,Western Europe,Filo Mix,7.0,18,0.0,Grains/Cereals,Australia,NSW,126.0
1294,2017-11-13,2017-11-25,USA,Seattle,North America,Rössle Sauerkraut,45.6,5,0.2,Produce,Germany,Western Europe,182.4
1295,2017-11-13,2017-11-25,USA,Seattle,North America,Steeleye Stout,18.0,35,0.2,Beverages,USA,North America,504.0
1296,2017-11-13,2017-11-25,USA,Seattle,North America,Rogede sild,9.5,40,0.2,Seafood,Denmark,Northern Europe,304.0
1297,2017-11-13,2017-11-25,USA,Seattle,North America,Gnocchi di nonna Alice,38.0,14,0.2,Grains/Cereals,Italy,Southern Europe,425.6
1298,2017-11-14,2017-11-18,UK,London,British Isles,Chang,19.0,15,0.2,Beverages,UK,British Isles,228.0
1299,2017-11-14,2017-11-18,Canada,Tsawassen,North America,Aniseed Syrup,10.0,20,0.0,Condiments,UK,British Isles,200.0
1300,2017-11-14,2017-11-18,Canada,Tsawassen,North America,Camembert Pierrot,34.0,50,0.0,Dairy Products,France,Western Europe,1700.0
1301,2017-11-14,2017-11-18,Canada,Tsawassen,North America,Mozzarella di Giovanni,34.8,35,0.0,Dairy Products,Italy,Southern Europe,1218.0
1302,2017-11-17,2017-11-21,UK,London,British Isles,Spegesild,12.0,28,0.05,Seafood,Denmark,Northern Europe,319.2
1303,2017-11-17,2017-11-24,Denmark,Århus,Northern Europe,Boston Crab Meat,18.4,50,0.2,Seafood,USA,North America,735.9999999999999
1304,2017-11-18,2017-11-27,Germany,Cunewalde,Western Europe,Carnarvon Tigers,62.5,24,0.0,Seafood,Australia,Victoria,1500.0
1305,2017-11-18,2017-11-27,Germany,Cunewalde,Western Europe,Gula Malacca,19.45,16,0.0,Condiments,Singapore,South-East Asia,311.2
1306,2017-11-18,2017-11-27,Germany,Cunewalde,Western Europe,Raclette Courdavault,55.0,45,0.0,Dairy Products,France,Western Europe,2475.0
1307,2017-11-18,2017-11-27,Germany,Cunewalde,Western Europe,Mozzarella di Giovanni,34.8,7,0.0,Dairy Products,Italy,Southern Europe,243.59999999999997
