,number,value,datetime_start,datetime_complete,duration,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state
472,472,0.9409883201893787,2024-05-01 06:16:23.293150,2024-05-01 06:16:23.575722,0 days 00:00:00.282572,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.766688114996095,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
473,473,0.8984758186193333,2024-05-01 06:16:23.577067,2024-05-01 06:16:23.818814,0 days 00:00:00.241747,,euclidean,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.14482320548223,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
474,474,0.9516454913654608,2024-05-01 06:16:23.819945,2024-05-01 06:16:24.070114,0 days 00:00:00.250169,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.613907798043408,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
475,475,0.5203473766370711,2024-05-01 06:16:24.070948,2024-05-01 06:16:24.275808,0 days 00:00:00.204860,,,,,,KMeans,,,,,,,,,,lloyd,random,11.0,15.0,1.0,,,,,2.0,none,,,,,,,3.0,8.690826227828325,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
476,476,-1.0,2024-05-01 06:16:24.276887,2024-05-01 06:16:24.364037,0 days 00:00:00.087150,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,28.885734358241375,t-SNE,,,,,,,17.902274235646033,pca,40.0,barnes_hut,wminkowski,2.0,,,,,,COMPLETE
477,477,0.9516454913654608,2024-05-01 06:16:24.364534,2024-05-01 06:16:24.630610,0 days 00:00:00.266076,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.845491174438726,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
478,478,0.9516454913654608,2024-05-01 06:16:24.631724,2024-05-01 06:16:24.927787,0 days 00:00:00.296063,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.842175771692562,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
479,479,-1.0,2024-05-01 06:16:24.928791,2024-05-01 06:16:25.048673,0 days 00:00:00.119882,precomputed_nearest_neighbors,,,,kmeans,Spectral,13.691120970202562,3.0,lobpcg,,,,,,,,,,,,,,,,2.0,none,,,,,,,3.0,8.894741666046995,,PCA,randomized,4.0,8.6,18.0,18.0,52.0,,,,,,,,,,False,,COMPLETE
480,480,0.909350602576147,2024-05-01 06:16:25.049507,2024-05-01 06:16:25.337246,0 days 00:00:00.287739,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.69535138302171,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
481,481,0.9516454913654608,2024-05-01 06:16:25.343516,2024-05-01 06:16:25.613991,0 days 00:00:00.270475,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.737899226905386,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
482,482,0.9409883201893787,2024-05-01 06:16:25.615080,2024-05-01 06:16:25.869593,0 days 00:00:00.254513,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.414854842078856,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
483,483,0.5971417815788643,2024-05-01 06:16:25.871383,2024-05-01 06:16:26.139788,0 days 00:00:00.268405,,cosine,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.019248354491879,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
484,484,0.9408074139129966,2024-05-01 06:16:26.140634,2024-05-01 06:16:26.373678,0 days 00:00:00.233044,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.857450027434565,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
485,485,0.9470230812782723,2024-05-01 06:16:26.374560,2024-05-01 06:16:26.673883,0 days 00:00:00.299323,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.524785959204563,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
486,486,-1.0,2024-05-01 06:16:26.674745,2024-05-01 06:16:26.793635,0 days 00:00:00.118890,,,,6.8,,HDBSCAN,,,,6.4,auto,70.0,eom,mahalanobis,327.0,,,,,,,,,160.0,2.0,none,,,,,,,3.0,9.176153241425023,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
487,487,0.9409843377279941,2024-05-01 06:16:26.794339,2024-05-01 06:16:27.080307,0 days 00:00:00.285968,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,14.0,none,,,,,,,3.0,9.251758889655953,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
488,488,0.909350602576147,2024-05-01 06:16:27.081173,2024-05-01 06:16:27.322405,0 days 00:00:00.241232,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.815033323260248,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
489,489,0.9409883201893787,2024-05-01 06:16:27.323475,2024-05-01 06:16:27.610357,0 days 00:00:00.286882,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.113740665089544,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
490,490,0.9409919273550493,2024-05-01 06:16:27.611439,2024-05-01 06:16:27.883593,0 days 00:00:00.272154,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,8.652265236831326,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
491,491,0.9516454913654608,2024-05-01 06:16:27.884753,2024-05-01 06:16:28.126106,0 days 00:00:00.241353,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.923390283392884,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
492,492,0.7964585582446276,2024-05-01 06:16:28.126965,2024-05-01 06:16:28.364636,0 days 00:00:00.237671,,euclidean,6.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.426660564031055,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
493,493,-1.0,2024-05-01 06:16:28.365511,2024-05-01 06:16:28.505904,0 days 00:00:00.140393,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.9,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,haversine,20.0,142.0,,,COMPLETE
494,494,0.9516454913654608,2024-05-01 06:16:28.506697,2024-05-01 06:16:28.733662,0 days 00:00:00.226965,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.224128361638266,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
495,495,0.9516454913654608,2024-05-01 06:16:28.734542,2024-05-01 06:16:29.022818,0 days 00:00:00.288276,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.452184936457561,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
496,496,0.9279692571854983,2024-05-01 06:16:29.023718,2024-05-01 06:16:29.266004,0 days 00:00:00.242286,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.02916062910152,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
497,497,-1.0,2024-05-01 06:16:29.266877,2024-05-01 06:16:30.784862,0 days 00:00:01.517985,,,,,,OPTICS,,,,,,,,,,,,,,,,10000.0,,,2.0,none,ball_tree,55.0,xi,hamming,232.0,,4.0,9.368224097214751,,PCA,randomized,,,,,,,,,,,,,,,False,0.35000000000000003,COMPLETE
498,498,0.8221326872623386,2024-05-01 06:16:30.785552,2024-05-01 06:16:31.045102,0 days 00:00:00.259550,,euclidean,5.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,8.800246095203743,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
499,499,0.07365913689136505,2024-05-01 06:16:31.051067,2024-05-01 06:19:10.731709,0 days 00:02:39.680642,,,,,,KMeans,,,,,,,,,,elkan,k-means++,15.0,,0.1,,,,,,,,,,,,,,,45.825649253586704,t-SNE,,,,,,,9.929458527495372,random,20.0,exact,seuclidean,12.0,,,,,,COMPLETE
500,500,0.9516454913654608,2024-05-01 06:19:10.732626,2024-05-01 06:19:10.983419,0 days 00:00:00.250793,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.550595527861717,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
501,501,0.9516454908965979,2024-05-01 06:19:10.984511,2024-05-01 06:19:11.264128,0 days 00:00:00.279617,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.269271661195393,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
502,502,0.909350602576147,2024-05-01 06:19:11.265217,2024-05-01 06:19:11.568978,0 days 00:00:00.303761,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.015288326783423,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
503,503,0.9516454913654608,2024-05-01 06:19:11.569832,2024-05-01 06:19:11.858105,0 days 00:00:00.288273,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.573674955083549,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
504,504,0.9409878399453685,2024-05-01 06:19:11.858953,2024-05-01 06:19:12.109377,0 days 00:00:00.250424,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,8.0,none,,,,,,,3.0,9.555952662012162,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
505,505,0.9516454908965979,2024-05-01 06:19:12.110437,2024-05-01 06:19:12.411900,0 days 00:00:00.301463,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.249125708127062,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
506,506,-1.0,2024-05-01 06:19:12.413008,2024-05-01 06:19:12.532142,0 days 00:00:00.119134,precomputed_nearest_neighbors,,,,discretize,Spectral,89.67141198311384,2.0,arpack,,,,,,,,,,,,,,,,2.0,none,,,,,,,3.0,8.721246428600613,,PCA,randomized,12.0,5.1,10.0,4.0,167.0,,,,,,,,,,True,,COMPLETE
507,507,0.951501073393289,2024-05-01 06:19:12.532877,2024-05-01 06:19:12.785585,0 days 00:00:00.252708,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.497970830767008,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
508,508,0.927964590138478,2024-05-01 06:19:12.786657,2024-05-01 06:19:13.035126,0 days 00:00:00.248469,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.986766714265222,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
509,509,0.9516454913654608,2024-05-01 06:19:13.036177,2024-05-01 06:19:13.277030,0 days 00:00:00.240853,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.741170771908067,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
510,510,0.6091847080134138,2024-05-01 06:19:13.277881,2024-05-01 06:19:13.511520,0 days 00:00:00.233639,,euclidean,19.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.330869354476386,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
511,511,0.9516454913654608,2024-05-01 06:19:13.512397,2024-05-01 06:19:13.839652,0 days 00:00:00.327255,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.710706451438758,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
512,512,0.9093506015986997,2024-05-01 06:19:13.840732,2024-05-01 06:19:14.088227,0 days 00:00:00.247495,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.105579393427226,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
513,513,0.9516454913654608,2024-05-01 06:19:14.089090,2024-05-01 06:19:14.341365,0 days 00:00:00.252275,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.808958074447707,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
514,514,-1.0,2024-05-01 06:19:14.342505,2024-05-01 06:19:14.463309,0 days 00:00:00.120804,,,,4.7,,HDBSCAN,,,,9.700000000000001,brute,45.0,leaf,sqeuclidean,162.0,,,,,,,,,120.0,1.0,none,,,,,,,4.0,8.550177687517577,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
515,515,0.16602890193462372,2024-05-01 06:19:14.464030,2024-05-01 06:19:26.595759,0 days 00:00:12.131729,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.8,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,russellrao,11.0,452.0,,,COMPLETE
516,516,-0.08494743829731016,2024-05-01 06:19:26.596630,2024-05-01 06:19:26.842898,0 days 00:00:00.246268,,cosine,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.448104053774486,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
517,517,0.9516454913654608,2024-05-01 06:19:26.844066,2024-05-01 06:19:27.092829,0 days 00:00:00.248763,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.66894799422969,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
518,518,0.9516470634351011,2024-05-01 06:19:27.093902,2024-05-01 06:19:27.329027,0 days 00:00:00.235125,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.24867876164017,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
519,519,0.9516454908965979,2024-05-01 06:19:27.330081,2024-05-01 06:19:27.575039,0 days 00:00:00.244958,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.331121845310005,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
520,520,0.9093552803539986,2024-05-01 06:19:27.575922,2024-05-01 06:19:27.967739,0 days 00:00:00.391817,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.586280271312718,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
521,521,0.20281954109668732,2024-05-01 06:19:27.968897,2024-05-01 06:23:13.233637,0 days 00:03:45.264740,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,49.18620558254273,t-SNE,,,,,,,15.660087422151022,random,35.0,exact,cityblock,17.0,,,,,,COMPLETE
522,522,0.9516470634351011,2024-05-01 06:23:13.234799,2024-05-01 06:23:13.477973,0 days 00:00:00.243174,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.070904668535738,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
523,523,-1.0,2024-05-01 06:23:13.479049,2024-05-01 06:23:13.650209,0 days 00:00:00.171160,,,,,,OPTICS,,,,,,,,,,,,,,,,1.0,,,1.0,none,kd_tree,65.0,dbscan,minkowski,122.0,,3.0,9.164979129303934,,PCA,randomized,,,,,,,,,,,,,,,False,0.75,COMPLETE
524,524,0.9093506015986997,2024-05-01 06:23:13.651052,2024-05-01 06:23:13.884374,0 days 00:00:00.233322,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.45118525246398,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
525,525,0.5523716198044105,2024-05-01 06:23:13.885466,2024-05-01 06:23:14.059238,0 days 00:00:00.173772,,,,,,KMeans,,,,,,,,,,elkan,k-means++,18.0,,1.0,,,,,1.0,none,,,,,,,4.0,9.75358146294478,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
526,526,0.9516470634351011,2024-05-01 06:23:14.060139,2024-05-01 06:23:14.337408,0 days 00:00:00.277269,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.213435553509516,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
527,527,0.9532357462135064,2024-05-01 06:23:14.343779,2024-05-01 06:23:14.589352,0 days 00:00:00.245573,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.274647385327498,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
528,528,0.9532357462135064,2024-05-01 06:23:14.590219,2024-05-01 06:23:14.872445,0 days 00:00:00.282226,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.268106188919356,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
529,529,0.9267847662589,2024-05-01 06:23:14.873521,2024-05-01 06:23:15.153846,0 days 00:00:00.280325,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.337159833424417,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
530,530,0.9472133311895985,2024-05-01 06:23:15.154724,2024-05-01 06:23:15.439507,0 days 00:00:00.284783,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.497902002237245,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
531,531,0.9267847662589,2024-05-01 06:23:15.440374,2024-05-01 06:23:15.717029,0 days 00:00:00.276655,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.257595102028349,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
532,532,0.9532357462135064,2024-05-01 06:23:15.717901,2024-05-01 06:23:15.960147,0 days 00:00:00.242246,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.601744880335014,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
533,533,0.1966790745483493,2024-05-01 06:23:15.961017,2024-05-01 06:23:16.277567,0 days 00:00:00.316550,nearest_neighbors,,,,cluster_qr,Spectral,61.60255333761369,4.0,lobpcg,,,,,,,,,,,,,,,,1.0,none,,,,,,,3.0,9.582158508335223,,PCA,arpack,9.0,1.6,4.0,20.0,127.0,,,,,,,,,,True,,COMPLETE
534,534,0.9472133311895985,2024-05-01 06:23:16.278929,2024-05-01 06:23:16.547847,0 days 00:00:00.268918,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.706788353668907,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
535,535,0.834093771863466,2024-05-01 06:23:16.548725,2024-05-01 06:23:16.796233,0 days 00:00:00.247508,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,1.0,none,,,,,,,3.0,9.8489365134656,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
536,536,0.798197249862118,2024-05-01 06:23:16.797087,2024-05-01 06:23:17.037725,0 days 00:00:00.240638,,manhattan,11.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.472831113617053,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
537,537,0.45305028557777405,2024-05-01 06:23:17.038585,2024-05-01 06:23:28.195593,0 days 00:00:11.157008,,manhattan,9.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.7000000000000001,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,manhattan,16.0,482.0,,,COMPLETE
538,538,0.9267847662589,2024-05-01 06:23:28.196451,2024-05-01 06:23:28.450118,0 days 00:00:00.253667,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.606695950667644,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
539,539,0.9532357462135064,2024-05-01 06:23:28.451253,2024-05-01 06:23:28.698260,0 days 00:00:00.247007,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.237167562622565,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
540,540,0.9532357462135064,2024-05-01 06:23:28.699405,2024-05-01 06:23:28.940732,0 days 00:00:00.241327,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.826260288642715,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
541,541,-1.0,2024-05-01 06:23:28.941598,2024-05-01 06:23:29.095123,0 days 00:00:00.153525,,,,8.8,,HDBSCAN,,,,4.7,kd_tree,45.0,eom,jensenshannon,52.0,,,,,,,,,48.0,1.0,none,,,,,,,3.0,9.838978211986316,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
542,542,0.9476772559199801,2024-05-01 06:23:29.096194,2024-05-01 06:23:29.413672,0 days 00:00:00.317478,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.815256044006066,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
543,543,0.9532357462135064,2024-05-01 06:23:29.414910,2024-05-01 06:23:29.647368,0 days 00:00:00.232458,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.968942424734479,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
544,544,0.5790748596191406,2024-05-01 06:23:29.648254,2024-05-01 06:23:34.759460,0 days 00:00:05.111206,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,15.006104969942827,t-SNE,,,,,,,7.919332512137686,pca,60.0,barnes_hut,russellrao,1.0,,,,,,COMPLETE
545,545,0.9532357462135064,2024-05-01 06:23:34.760214,2024-05-01 06:23:34.987719,0 days 00:00:00.227505,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.962510974463141,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
546,546,0.8738209471427201,2024-05-01 06:23:34.988591,2024-05-01 06:23:35.293065,0 days 00:00:00.304474,,,3.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,1.0,none,,,,,,,4.0,9.956226915638007,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
547,547,0.8934726564036833,2024-05-01 06:23:35.293947,2024-05-01 06:23:35.531907,0 days 00:00:00.237960,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.86478424009106,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
548,548,0.9532357462135064,2024-05-01 06:23:35.532803,2024-05-01 06:23:35.771739,0 days 00:00:00.238936,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.972694178728478,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
549,549,0.9472133311895985,2024-05-01 06:23:35.772625,2024-05-01 06:23:36.014808,0 days 00:00:00.242183,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.91805074113136,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
550,550,-1.0,2024-05-01 06:23:36.015917,2024-05-01 06:23:37.343812,0 days 00:00:01.327895,,,,,,OPTICS,,,,,,,,,,,,,,,,100.0,,,1.0,none,brute,10.0,dbscan,chebyshev,187.0,,5.0,9.971690435198715,,PCA,randomized,,,,,,,,,,,,,,,True,0.9,COMPLETE
551,551,0.9267847662589,2024-05-01 06:23:37.344517,2024-05-01 06:23:37.581241,0 days 00:00:00.236724,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.658259681887841,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
552,552,0.9532357462135064,2024-05-01 06:23:37.582160,2024-05-01 06:23:37.820093,0 days 00:00:00.237933,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.986144328680684,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
553,553,0.36320039261041837,2024-05-01 06:23:37.821020,2024-05-01 06:23:37.982997,0 days 00:00:00.161977,,,,,,KMeans,,,,,,,,,,lloyd,random,8.0,6.0,0.0001,,,,,1.0,none,,,,,,,4.0,9.99290590111469,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
554,554,0.9532357462135064,2024-05-01 06:23:37.983925,2024-05-01 06:23:38.229342,0 days 00:00:00.245417,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.984376394757748,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
555,555,0.8850874331520209,2024-05-01 06:23:38.230448,2024-05-01 06:23:38.490806,0 days 00:00:00.260358,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.96919589087739,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
556,556,0.9267847662589,2024-05-01 06:23:38.491912,2024-05-01 06:23:38.744320,0 days 00:00:00.252408,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.711487516833333,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
557,557,0.9532357462135064,2024-05-01 06:23:38.745202,2024-05-01 06:23:39.000808,0 days 00:00:00.255606,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.690567364585718,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
558,558,0.9472133311895985,2024-05-01 06:23:39.001929,2024-05-01 06:23:39.267071,0 days 00:00:00.265142,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.993680187828595,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
